xatplane,yatplane,kErg,event
-1511.907947273965,-1725.4229935761975,0.06846457719802856,1776
3369.7916451985357,-1363.2176221374705,0.0036689043045043945,1777
2493.4979410446485,-408.1838160753359,0.00039261579513549805,1777
635.4581665468594,1438.6515725384004,0.0834389328956604,1781
-1963.8391541632127,5265.82458385342,0.00647205114364624,1790
-202.2804821952384,194.54719878000134,0.016979753971099854,1795
-200.28203386671683,125.63723965236011,0.00035631656646728516,1795
-267.57599537053255,257.06877184326845,0.0003096461296081543,1795
-133.2029621920316,156.57658684074732,0.006962001323699951,1795
-128.61281427202834,360.26476718937585,0.17738384008407593,1798
1708.755249172773,-1621.7605790525733,0.002460658550262451,1831
-1256.8947396888614,-924.8503880465677,0.022228479385375977,1878
-1258.6505033510152,-925.7027672694758,0.03091609477996826,1878
-1255.1949930840958,-927.5845096521125,0.013681590557098389,1878
-1251.6040989266814,-921.1010377643056,0.04164189100265503,1878
-1227.9437101163858,-937.7889113665206,0.030564486980438232,1878
-1270.8030153641841,-929.0437365087124,0.0002492666244506836,1878
-1188.7971606676722,-938.3397547701766,0.00872105360031128,1878
-268.014608088187,-443.6695961452914,7.790327072143555e-05,1899
-28.567719435986245,863.4454014184139,0.00020062923431396484,1902
3791.2478389337903,5558.919245791397,0.002788364887237549,1902
15934.9387272506,32965.172612751776,0.0052762627601623535,1902
-306.6429274380889,-5007.552551150755,0.0005646944046020508,1903
-1783.622627505838,-170.64426226529102,0.05846685171127319,1904
-1771.2409034204393,-135.7186664784006,0.028103947639465332,1904
2010.5866554358645,-129.3168585657521,0.0032379627227783203,1943
2037.4447586315373,-75.18273358352062,0.002387702465057373,1943
2078.586292774277,-150.24664211750508,0.006635069847106934,1943
4244.941121883372,-1739.6719065239163,0.0024687647819519043,1972
-20409.159041582105,19380.62366108577,0.05365395545959473,1993
-65003.43936028937,51151.056777429316,0.02228337526321411,1993
-1052.2317697487574,7189.357605508363,0.009790539741516113,2010
-687.4261302593394,1152.4824042208706,0.0014075636863708496,2010
369.1492628820117,-343.3826239486171,0.00032150745391845703,2014
8.739146136293805,-2052.827720747756,0.0018094182014465332,2017
12.96699577248648,-1946.1203722001344,0.003025650978088379,2017
-48.97272511349355,-2009.4921507839554,0.0032320618629455566,2017
1152.6534645173401,3.7026600707677417,0.1855265498161316,2021
-225.95527875374353,1335.4344855298075,0.1808580756187439,2025
1064.8338210672807,-873.4129831360526,0.0019714832305908203,2025
1206.3647300647294,207.9378764175066,0.0019369721412658691,2034
-757.8293223200473,-376.2056664926915,0.0034462809562683105,2053
-706.2185130888689,-377.8935365247322,0.0037119388580322266,2053
-825.079163337739,-1203.774759795734,0.04888862371444702,2054
-851.8475680318562,-1269.881863309556,0.0059008002281188965,2054
-843.0116093105132,-1257.7428493478305,0.0005837082862854004,2054
23576.7823296732,-31860.572381553287,0.005603194236755371,2057
805.191033572359,-2718.551396458199,0.01220548152923584,2061
-3115.1933878286864,981.5770990778578,0.0220109224319458,2075
53.386145569372395,-152.22791715315745,0.040827929973602295,2078
43.230058548268005,-47.88660862836987,0.0004380941390991211,2078
-542.8685952988856,-3552.046959611299,0.0018972158432006836,2085
1249.0788188724534,-3405.1912849565183,0.004486978054046631,2085
-1200.630203667484,-341.1860675724736,0.0030071139335632324,2111
1469.9581962778598,-14722.466532112014,0.0018892288208007812,2116
-279.9989235621559,-882.3996409216601,0.0051007866859436035,2133
-249.76118935760474,-810.9834293598923,0.2578800320625305,2133
-252.75209368050923,-831.5104101864747,0.21400731801986694,2133
2253.744393678753,-826.734847148188,0.054946959018707275,2135
-66.45496563569061,-801.1863576006768,0.03852361440658569,2139
882.0430485290385,-356.0659798263258,0.07236236333847046,2199
930.1349640693986,-442.31099010121005,0.0020636916160583496,2199
870.4390139536156,-363.6112125987649,0.0008519887924194336,2199
-162.27693977573387,1551.4666605156094,0.043134093284606934,2223
26883.23954109263,8934.41356930867,0.03667855262756348,2233
2066.8433620639266,-1686.468595632658,0.05003666877746582,2248
-182.1137768567495,252.00695769938847,0.01708322763442993,2258
-173.8134235840755,215.63435100832731,0.0046384334564208984,2258
19941.761488206685,1553.1105928796815,0.0036336779594421387,2258
-722.4399945086402,877.1589466296973,0.00121229887008667,2276
352.2636245999904,149.0810223168271,0.0006545782089233398,2276
-1299.3263896818348,1531.2048192464065,0.0017324090003967285,2276
416.6587096440858,-281.96693193784006,0.2798387408256531,2286
198.93512133205445,941.8942567937902,0.0055558085441589355,2287
-691.2007043834284,684.6416142605982,0.004665017127990723,2292
-910.3694535367541,555.9401581731298,0.0022173523902893066,2292
-943.1558474050889,725.9240287173204,0.0004017353057861328,2292
-245.06965815690637,-2603.5668013210056,0.10773235559463501,2297
1099.4492707292798,-4957.360054534742,0.0006185770034790039,2297
-207.28106592282734,-2725.8631193582155,0.0034846067428588867,2297
1535.6146227277516,-6.7224159991405115,0.00043213367462158203,2323
-591.8234209077951,-602.0154072902347,0.09087663888931274,2324
-564.972253308971,-879.1147980202725,0.029027104377746582,2324
-871.1025421981149,5920.131929862321,0.00958162546157837,2332
-148.27199806642668,-863.2361852428152,0.822924792766571,2336
-173.58196405997938,-828.1570734330206,0.013830304145812988,2336
415.6136115715041,169.38951168191034,0.0028847455978393555,2337
1050.4549158918626,-993.1265432789578,0.857204258441925,2339
527.618797121744,400.39470026966694,0.44581490755081177,2343
663.0545514155251,2176.926766379027,0.0033189058303833008,2346
-1344.209888152275,-1198.141460533714,0.0016617774963378906,2349
2223.8083648021534,-889.3620229041662,0.006168842315673828,2364
2247.4997902477353,-899.6938933045578,0.016498267650604248,2364
2234.6368476109137,-889.3566961328942,0.004067361354827881,2364
2237.448663455417,-881.6730250905982,0.001184225082397461,2364
2217.176378850421,-915.9806190834964,0.0008103847503662109,2364
2259.9158407361165,-850.0527852893539,0.010091662406921387,2364
-1441.1094940439184,-2318.7664013686817,0.11575168371200562,2409
-3084.6764089517837,-7525.518589226054,0.009945392608642578,2434
-1429.4991239333613,-1015.0154934285576,0.004749715328216553,2451
1961.6207081119576,-1117.4479012421727,0.022908926010131836,2456
1955.7320845892136,-1110.1732978453442,0.02460455894470215,2456
1956.4156710245518,-1113.3930810908776,0.010994315147399902,2456
2938.9208825517735,1897.2139527501538,0.0036233067512512207,2480
10743.810388748088,3682.4829806786984,0.0019718408584594727,2480
-1689.0071680591143,-210.91368168777817,0.732850968837738,2483
-1691.970357804171,-211.8813953395814,0.00041180849075317383,2483
2940.5770180340523,-201.6513606312368,0.0011448264122009277,2494
